,eleccion_tipo,seccion_nombre,circuito_nombre,mesa_id,mesa_electores,agrupacion_nombre,votos_tipo,votos_cantidad
22401,SEGUNDA VUELTA,Comuna 09,91,3750,341,undefined,NULO,2
22402,SEGUNDA VUELTA,Comuna 09,91,3750,341,undefined,IMPUGNADO,0
22403,SEGUNDA VUELTA,Comuna 09,91,3750,341,undefined,RECURRIDO,0
22404,SEGUNDA VUELTA,Comuna 09,91,3751,342,LA LIBERTAD AVANZA,POSITIVO,126
22405,SEGUNDA VUELTA,Comuna 09,91,3751,342,UNION POR LA PATRIA,POSITIVO,124
22406,SEGUNDA VUELTA,Comuna 09,91,3751,342,undefined,EN BLANCO,1
22407,SEGUNDA VUELTA,Comuna 09,91,3751,342,undefined,NULO,1
22408,SEGUNDA VUELTA,Comuna 09,91,3751,342,undefined,IMPUGNADO,0
22409,SEGUNDA VUELTA,Comuna 09,91,3751,342,undefined,RECURRIDO,0
22410,SEGUNDA VUELTA,Comuna 09,91,3752,344,UNION POR LA PATRIA,POSITIVO,137
22411,SEGUNDA VUELTA,Comuna 09,91,3752,344,LA LIBERTAD AVANZA,POSITIVO,106
22412,SEGUNDA VUELTA,Comuna 09,91,3752,344,undefined,EN BLANCO,6
22413,SEGUNDA VUELTA,Comuna 09,91,3752,344,undefined,NULO,4
22414,SEGUNDA VUELTA,Comuna 09,91,3752,344,undefined,IMPUGNADO,0
22415,SEGUNDA VUELTA,Comuna 09,91,3752,344,undefined,RECURRIDO,0
22416,SEGUNDA VUELTA,Comuna 09,92,3753,345,LA LIBERTAD AVANZA,POSITIVO,139
22417,SEGUNDA VUELTA,Comuna 09,92,3753,345,UNION POR LA PATRIA,POSITIVO,114
22418,SEGUNDA VUELTA,Comuna 09,92,3753,345,undefined,EN BLANCO,8
22419,SEGUNDA VUELTA,Comuna 09,92,3753,345,undefined,NULO,2
22420,SEGUNDA VUELTA,Comuna 09,92,3753,345,undefined,IMPUGNADO,0
22421,SEGUNDA VUELTA,Comuna 09,92,3753,345,undefined,RECURRIDO,2
22422,SEGUNDA VUELTA,Comuna 09,92,3754,347,LA LIBERTAD AVANZA,POSITIVO,147
22423,SEGUNDA VUELTA,Comuna 09,92,3754,347,UNION POR LA PATRIA,POSITIVO,118
22424,SEGUNDA VUELTA,Comuna 09,92,3754,347,undefined,EN BLANCO,9
22425,SEGUNDA VUELTA,Comuna 09,92,3754,347,undefined,NULO,9
22426,SEGUNDA VUELTA,Comuna 09,92,3754,347,undefined,IMPUGNADO,0
22427,SEGUNDA VUELTA,Comuna 09,92,3754,347,undefined,RECURRIDO,0
22428,SEGUNDA VUELTA,Comuna 09,92,3755,348,LA LIBERTAD AVANZA,POSITIVO,153
22429,SEGUNDA VUELTA,Comuna 09,92,3755,348,UNION POR LA PATRIA,POSITIVO,117
22430,SEGUNDA VUELTA,Comuna 09,92,3755,348,undefined,EN BLANCO,4
22431,SEGUNDA VUELTA,Comuna 09,92,3755,348,undefined,NULO,1
22432,SEGUNDA VUELTA,Comuna 09,92,3755,348,undefined,IMPUGNADO,0
22433,SEGUNDA VUELTA,Comuna 09,92,3755,348,undefined,RECURRIDO,0
22434,SEGUNDA VUELTA,Comuna 09,92,3756,343,UNION POR LA PATRIA,POSITIVO,138
22435,SEGUNDA VUELTA,Comuna 09,92,3756,343,LA LIBERTAD AVANZA,POSITIVO,129
22436,SEGUNDA VUELTA,Comuna 09,92,3756,343,undefined,EN BLANCO,7
22437,SEGUNDA VUELTA,Comuna 09,92,3756,343,undefined,NULO,8
22438,SEGUNDA VUELTA,Comuna 09,92,3756,343,undefined,IMPUGNADO,0
22439,SEGUNDA VUELTA,Comuna 09,92,3756,343,undefined,RECURRIDO,0
22440,SEGUNDA VUELTA,Comuna 09,92,3757,343,LA LIBERTAD AVANZA,POSITIVO,140
22441,SEGUNDA VUELTA,Comuna 09,92,3757,343,UNION POR LA PATRIA,POSITIVO,113
22442,SEGUNDA VUELTA,Comuna 09,92,3757,343,undefined,EN BLANCO,10
22443,SEGUNDA VUELTA,Comuna 09,92,3757,343,undefined,NULO,4
22444,SEGUNDA VUELTA,Comuna 09,92,3757,343,undefined,IMPUGNADO,0
22445,SEGUNDA VUELTA,Comuna 09,92,3757,343,undefined,RECURRIDO,0
22446,SEGUNDA VUELTA,Comuna 09,92,3758,347,LA LIBERTAD AVANZA,POSITIVO,150
22447,SEGUNDA VUELTA,Comuna 09,92,3758,347,UNION POR LA PATRIA,POSITIVO,110
22448,SEGUNDA VUELTA,Comuna 09,92,3758,347,undefined,EN BLANCO,9
22449,SEGUNDA VUELTA,Comuna 09,92,3758,347,undefined,NULO,5
22450,SEGUNDA VUELTA,Comuna 09,92,3758,347,undefined,IMPUGNADO,0
22451,SEGUNDA VUELTA,Comuna 09,92,3758,347,undefined,RECURRIDO,0
22452,SEGUNDA VUELTA,Comuna 09,92,3759,346,LA LIBERTAD AVANZA,POSITIVO,129
22453,SEGUNDA VUELTA,Comuna 09,92,3759,346,UNION POR LA PATRIA,POSITIVO,125
22454,SEGUNDA VUELTA,Comuna 09,92,3759,346,undefined,EN BLANCO,6
22455,SEGUNDA VUELTA,Comuna 09,92,3759,346,undefined,NULO,9
22456,SEGUNDA VUELTA,Comuna 09,92,3759,346,undefined,IMPUGNADO,0
22457,SEGUNDA VUELTA,Comuna 09,92,3759,346,undefined,RECURRIDO,0
22458,SEGUNDA VUELTA,Comuna 09,92,3760,347,LA LIBERTAD AVANZA,POSITIVO,130
22459,SEGUNDA VUELTA,Comuna 09,92,3760,347,UNION POR LA PATRIA,POSITIVO,123
22460,SEGUNDA VUELTA,Comuna 09,92,3760,347,undefined,EN BLANCO,5
22461,SEGUNDA VUELTA,Comuna 09,92,3760,347,undefined,NULO,3
22462,SEGUNDA VUELTA,Comuna 09,92,3760,347,undefined,IMPUGNADO,0
22463,SEGUNDA VUELTA,Comuna 09,92,3760,347,undefined,RECURRIDO,0
22464,SEGUNDA VUELTA,Comuna 09,92,3761,347,LA LIBERTAD AVANZA,POSITIVO,158
22465,SEGUNDA VUELTA,Comuna 09,92,3761,347,UNION POR LA PATRIA,POSITIVO,101
22466,SEGUNDA VUELTA,Comuna 09,92,3761,347,undefined,EN BLANCO,1
22467,SEGUNDA VUELTA,Comuna 09,92,3761,347,undefined,NULO,5
22468,SEGUNDA VUELTA,Comuna 09,92,3761,347,undefined,IMPUGNADO,0
22469,SEGUNDA VUELTA,Comuna 09,92,3761,347,undefined,RECURRIDO,0
22470,SEGUNDA VUELTA,Comuna 09,92,3762,349,LA LIBERTAD AVANZA,POSITIVO,136
22471,SEGUNDA VUELTA,Comuna 09,92,3762,349,UNION POR LA PATRIA,POSITIVO,126
22472,SEGUNDA VUELTA,Comuna 09,92,3762,349,undefined,EN BLANCO,8
22473,SEGUNDA VUELTA,Comuna 09,92,3762,349,undefined,NULO,10
22474,SEGUNDA VUELTA,Comuna 09,92,3762,349,undefined,IMPUGNADO,0
22475,SEGUNDA VUELTA,Comuna 09,92,3762,349,undefined,RECURRIDO,0
22476,SEGUNDA VUELTA,Comuna 09,92,3763,344,LA LIBERTAD AVANZA,POSITIVO,144
22477,SEGUNDA VUELTA,Comuna 09,92,3763,344,UNION POR LA PATRIA,POSITIVO,124
22478,SEGUNDA VUELTA,Comuna 09,92,3763,344,undefined,EN BLANCO,2
22479,SEGUNDA VUELTA,Comuna 09,92,3763,344,undefined,NULO,5
22480,SEGUNDA VUELTA,Comuna 09,92,3763,344,undefined,IMPUGNADO,0
22481,SEGUNDA VUELTA,Comuna 09,92,3763,344,undefined,RECURRIDO,0
22482,SEGUNDA VUELTA,Comuna 09,92,3764,345,LA LIBERTAD AVANZA,POSITIVO,139
22483,SEGUNDA VUELTA,Comuna 09,92,3764,345,UNION POR LA PATRIA,POSITIVO,123
22484,SEGUNDA VUELTA,Comuna 09,92,3764,345,undefined,EN BLANCO,4
22485,SEGUNDA VUELTA,Comuna 09,92,3764,345,undefined,NULO,3
22486,SEGUNDA VUELTA,Comuna 09,92,3764,345,undefined,IMPUGNADO,0
22487,SEGUNDA VUELTA,Comuna 09,92,3764,345,undefined,RECURRIDO,0
22488,SEGUNDA VUELTA,Comuna 09,92,3765,343,LA LIBERTAD AVANZA,POSITIVO,135
22489,SEGUNDA VUELTA,Comuna 09,92,3765,343,UNION POR LA PATRIA,POSITIVO,119
22490,SEGUNDA VUELTA,Comuna 09,92,3765,343,undefined,EN BLANCO,1
22491,SEGUNDA VUELTA,Comuna 09,92,3765,343,undefined,NULO,7
22492,SEGUNDA VUELTA,Comuna 09,92,3765,343,undefined,IMPUGNADO,0
22493,SEGUNDA VUELTA,Comuna 09,92,3765,343,undefined,RECURRIDO,0
22494,SEGUNDA VUELTA,Comuna 09,92,3766,346,LA LIBERTAD AVANZA,POSITIVO,163
22495,SEGUNDA VUELTA,Comuna 09,92,3766,346,UNION POR LA PATRIA,POSITIVO,107
22496,SEGUNDA VUELTA,Comuna 09,92,3766,346,undefined,EN BLANCO,9
22497,SEGUNDA VUELTA,Comuna 09,92,3766,346,undefined,NULO,10
22498,SEGUNDA VUELTA,Comuna 09,92,3766,346,undefined,IMPUGNADO,0
22499,SEGUNDA VUELTA,Comuna 09,92,3766,346,undefined,RECURRIDO,0
22500,SEGUNDA VUELTA,Comuna 09,92,3767,348,LA LIBERTAD AVANZA,POSITIVO,132
22501,SEGUNDA VUELTA,Comuna 09,92,3767,348,UNION POR LA PATRIA,POSITIVO,130
22502,SEGUNDA VUELTA,Comuna 09,92,3767,348,undefined,EN BLANCO,9
22503,SEGUNDA VUELTA,Comuna 09,92,3767,348,undefined,NULO,4
22504,SEGUNDA VUELTA,Comuna 09,92,3767,348,undefined,IMPUGNADO,0
22505,SEGUNDA VUELTA,Comuna 09,92,3767,348,undefined,RECURRIDO,0
22506,SEGUNDA VUELTA,Comuna 09,92,3768,345,LA LIBERTAD AVANZA,POSITIVO,140
22507,SEGUNDA VUELTA,Comuna 09,92,3768,345,UNION POR LA PATRIA,POSITIVO,121
22508,SEGUNDA VUELTA,Comuna 09,92,3768,345,undefined,EN BLANCO,6
22509,SEGUNDA VUELTA,Comuna 09,92,3768,345,undefined,NULO,5
22510,SEGUNDA VUELTA,Comuna 09,92,3768,345,undefined,IMPUGNADO,0
22511,SEGUNDA VUELTA,Comuna 09,92,3768,345,undefined,RECURRIDO,0
22512,SEGUNDA VUELTA,Comuna 09,92,3769,343,LA LIBERTAD AVANZA,POSITIVO,128
22513,SEGUNDA VUELTA,Comuna 09,92,3769,343,UNION POR LA PATRIA,POSITIVO,123
22514,SEGUNDA VUELTA,Comuna 09,92,3769,343,undefined,EN BLANCO,12
22515,SEGUNDA VUELTA,Comuna 09,92,3769,343,undefined,NULO,4
22516,SEGUNDA VUELTA,Comuna 09,92,3769,343,undefined,IMPUGNADO,0
22517,SEGUNDA VUELTA,Comuna 09,92,3769,343,undefined,RECURRIDO,0
22518,SEGUNDA VUELTA,Comuna 09,92,3770,345,LA LIBERTAD AVANZA,POSITIVO,134
22519,SEGUNDA VUELTA,Comuna 09,92,3770,345,UNION POR LA PATRIA,POSITIVO,99
22520,SEGUNDA VUELTA,Comuna 09,92,3770,345,undefined,EN BLANCO,8
22521,SEGUNDA VUELTA,Comuna 09,92,3770,345,undefined,NULO,5
22522,SEGUNDA VUELTA,Comuna 09,92,3770,345,undefined,IMPUGNADO,0
22523,SEGUNDA VUELTA,Comuna 09,92,3770,345,undefined,RECURRIDO,2
22524,SEGUNDA VUELTA,Comuna 09,92,3771,350,UNION POR LA PATRIA,POSITIVO,125
22525,SEGUNDA VUELTA,Comuna 09,92,3771,350,LA LIBERTAD AVANZA,POSITIVO,123
22526,SEGUNDA VUELTA,Comuna 09,92,3771,350,undefined,EN BLANCO,1
22527,SEGUNDA VUELTA,Comuna 09,92,3771,350,undefined,NULO,8
22528,SEGUNDA VUELTA,Comuna 09,92,3771,350,undefined,IMPUGNADO,0
22529,SEGUNDA VUELTA,Comuna 09,92,3771,350,undefined,RECURRIDO,0
22530,SEGUNDA VUELTA,Comuna 09,92,3772,343,LA LIBERTAD AVANZA,POSITIVO,137
22531,SEGUNDA VUELTA,Comuna 09,92,3772,343,UNION POR LA PATRIA,POSITIVO,114
22532,SEGUNDA VUELTA,Comuna 09,92,3772,343,undefined,EN BLANCO,10
22533,SEGUNDA VUELTA,Comuna 09,92,3772,343,undefined,NULO,7
22534,SEGUNDA VUELTA,Comuna 09,92,3772,343,undefined,IMPUGNADO,0
22535,SEGUNDA VUELTA,Comuna 09,92,3772,343,undefined,RECURRIDO,0
22536,SEGUNDA VUELTA,Comuna 09,92,3773,342,LA LIBERTAD AVANZA,POSITIVO,139
22537,SEGUNDA VUELTA,Comuna 09,92,3773,342,UNION POR LA PATRIA,POSITIVO,108
22538,SEGUNDA VUELTA,Comuna 09,92,3773,342,undefined,EN BLANCO,6
22539,SEGUNDA VUELTA,Comuna 09,92,3773,342,undefined,NULO,5
22540,SEGUNDA VUELTA,Comuna 09,92,3773,342,undefined,IMPUGNADO,0
22541,SEGUNDA VUELTA,Comuna 09,92,3773,342,undefined,RECURRIDO,0
22542,SEGUNDA VUELTA,Comuna 09,92,3774,344,LA LIBERTAD AVANZA,POSITIVO,150
22543,SEGUNDA VUELTA,Comuna 09,92,3774,344,UNION POR LA PATRIA,POSITIVO,102
22544,SEGUNDA VUELTA,Comuna 09,92,3774,344,undefined,EN BLANCO,10
22545,SEGUNDA VUELTA,Comuna 09,92,3774,344,undefined,NULO,4
22546,SEGUNDA VUELTA,Comuna 09,92,3774,344,undefined,IMPUGNADO,0
22547,SEGUNDA VUELTA,Comuna 09,92,3774,344,undefined,RECURRIDO,0
22548,SEGUNDA VUELTA,Comuna 09,92,3775,346,LA LIBERTAD AVANZA,POSITIVO,138
22549,SEGUNDA VUELTA,Comuna 09,92,3775,346,UNION POR LA PATRIA,POSITIVO,118
22550,SEGUNDA VUELTA,Comuna 09,92,3775,346,undefined,EN BLANCO,5
22551,SEGUNDA VUELTA,Comuna 09,92,3775,346,undefined,NULO,10
22552,SEGUNDA VUELTA,Comuna 09,92,3775,346,undefined,IMPUGNADO,0
22553,SEGUNDA VUELTA,Comuna 09,92,3775,346,undefined,RECURRIDO,0
22554,SEGUNDA VUELTA,Comuna 09,92,3776,346,LA LIBERTAD AVANZA,POSITIVO,146
22555,SEGUNDA VUELTA,Comuna 09,92,3776,346,UNION POR LA PATRIA,POSITIVO,104
22556,SEGUNDA VUELTA,Comuna 09,92,3776,346,undefined,EN BLANCO,4
22557,SEGUNDA VUELTA,Comuna 09,92,3776,346,undefined,NULO,7
22558,SEGUNDA VUELTA,Comuna 09,92,3776,346,undefined,IMPUGNADO,0
22559,SEGUNDA VUELTA,Comuna 09,92,3776,346,undefined,RECURRIDO,0
22560,SEGUNDA VUELTA,Comuna 09,92,3777,342,UNION POR LA PATRIA,POSITIVO,135
22561,SEGUNDA VUELTA,Comuna 09,92,3777,342,LA LIBERTAD AVANZA,POSITIVO,125
22562,SEGUNDA VUELTA,Comuna 09,92,3777,342,undefined,EN BLANCO,4
22563,SEGUNDA VUELTA,Comuna 09,92,3777,342,undefined,NULO,3
22564,SEGUNDA VUELTA,Comuna 09,92,3777,342,undefined,IMPUGNADO,0
22565,SEGUNDA VUELTA,Comuna 09,92,3777,342,undefined,RECURRIDO,0
22566,SEGUNDA VUELTA,Comuna 09,92,3778,344,UNION POR LA PATRIA,POSITIVO,129
22567,SEGUNDA VUELTA,Comuna 09,92,3778,344,LA LIBERTAD AVANZA,POSITIVO,129
22568,SEGUNDA VUELTA,Comuna 09,92,3778,344,undefined,EN BLANCO,3
22569,SEGUNDA VUELTA,Comuna 09,92,3778,344,undefined,NULO,7
22570,SEGUNDA VUELTA,Comuna 09,92,3778,344,undefined,IMPUGNADO,0
22571,SEGUNDA VUELTA,Comuna 09,92,3778,344,undefined,RECURRIDO,0
22572,SEGUNDA VUELTA,Comuna 09,92,3779,341,LA LIBERTAD AVANZA,POSITIVO,139
22573,SEGUNDA VUELTA,Comuna 09,92,3779,341,UNION POR LA PATRIA,POSITIVO,118
22574,SEGUNDA VUELTA,Comuna 09,92,3779,341,undefined,EN BLANCO,2
22575,SEGUNDA VUELTA,Comuna 09,92,3779,341,undefined,NULO,7
22576,SEGUNDA VUELTA,Comuna 09,92,3779,341,undefined,IMPUGNADO,0
22577,SEGUNDA VUELTA,Comuna 09,92,3779,341,undefined,RECURRIDO,0
22578,SEGUNDA VUELTA,Comuna 09,92,3780,344,LA LIBERTAD AVANZA,POSITIVO,134
22579,SEGUNDA VUELTA,Comuna 09,92,3780,344,UNION POR LA PATRIA,POSITIVO,121
22580,SEGUNDA VUELTA,Comuna 09,92,3780,344,undefined,EN BLANCO,7
22581,SEGUNDA VUELTA,Comuna 09,92,3780,344,undefined,NULO,6
22582,SEGUNDA VUELTA,Comuna 09,92,3780,344,undefined,IMPUGNADO,0
22583,SEGUNDA VUELTA,Comuna 09,92,3780,344,undefined,RECURRIDO,0
22584,SEGUNDA VUELTA,Comuna 09,92,3781,348,LA LIBERTAD AVANZA,POSITIVO,137
22585,SEGUNDA VUELTA,Comuna 09,92,3781,348,UNION POR LA PATRIA,POSITIVO,111
22586,SEGUNDA VUELTA,Comuna 09,92,3781,348,undefined,EN BLANCO,6
22587,SEGUNDA VUELTA,Comuna 09,92,3781,348,undefined,NULO,5
22588,SEGUNDA VUELTA,Comuna 09,92,3781,348,undefined,IMPUGNADO,0
22589,SEGUNDA VUELTA,Comuna 09,92,3781,348,undefined,RECURRIDO,0
22590,SEGUNDA VUELTA,Comuna 09,92,3782,343,LA LIBERTAD AVANZA,POSITIVO,135
22591,SEGUNDA VUELTA,Comuna 09,92,3782,343,UNION POR LA PATRIA,POSITIVO,123
22592,SEGUNDA VUELTA,Comuna 09,92,3782,343,undefined,EN BLANCO,2
22593,SEGUNDA VUELTA,Comuna 09,92,3782,343,undefined,NULO,6
22594,SEGUNDA VUELTA,Comuna 09,92,3782,343,undefined,IMPUGNADO,0
22595,SEGUNDA VUELTA,Comuna 09,92,3782,343,undefined,RECURRIDO,0
22596,SEGUNDA VUELTA,Comuna 09,92,3783,344,UNION POR LA PATRIA,POSITIVO,127
22597,SEGUNDA VUELTA,Comuna 09,92,3783,344,LA LIBERTAD AVANZA,POSITIVO,125
22598,SEGUNDA VUELTA,Comuna 09,92,3783,344,undefined,EN BLANCO,7
22599,SEGUNDA VUELTA,Comuna 09,92,3783,344,undefined,NULO,4
22600,SEGUNDA VUELTA,Comuna 09,92,3783,344,undefined,IMPUGNADO,0
22601,SEGUNDA VUELTA,Comuna 09,92,3783,344,undefined,RECURRIDO,0
22602,SEGUNDA VUELTA,Comuna 09,92,3784,344,LA LIBERTAD AVANZA,POSITIVO,129
22603,SEGUNDA VUELTA,Comuna 09,92,3784,344,UNION POR LA PATRIA,POSITIVO,125
22604,SEGUNDA VUELTA,Comuna 09,92,3784,344,undefined,EN BLANCO,5
22605,SEGUNDA VUELTA,Comuna 09,92,3784,344,undefined,NULO,10
22606,SEGUNDA VUELTA,Comuna 09,92,3784,344,undefined,IMPUGNADO,0
22607,SEGUNDA VUELTA,Comuna 09,92,3784,344,undefined,RECURRIDO,0
22608,SEGUNDA VUELTA,Comuna 09,92,3785,344,LA LIBERTAD AVANZA,POSITIVO,133
22609,SEGUNDA VUELTA,Comuna 09,92,3785,344,UNION POR LA PATRIA,POSITIVO,117
22610,SEGUNDA VUELTA,Comuna 09,92,3785,344,undefined,EN BLANCO,8
22611,SEGUNDA VUELTA,Comuna 09,92,3785,344,undefined,NULO,6
22612,SEGUNDA VUELTA,Comuna 09,92,3785,344,undefined,IMPUGNADO,0
22613,SEGUNDA VUELTA,Comuna 09,92,3785,344,undefined,RECURRIDO,0
22614,SEGUNDA VUELTA,Comuna 09,92,3786,341,LA LIBERTAD AVANZA,POSITIVO,136
22615,SEGUNDA VUELTA,Comuna 09,92,3786,341,UNION POR LA PATRIA,POSITIVO,115
22616,SEGUNDA VUELTA,Comuna 09,92,3786,341,undefined,EN BLANCO,8
22617,SEGUNDA VUELTA,Comuna 09,92,3786,341,undefined,NULO,4
22618,SEGUNDA VUELTA,Comuna 09,92,3786,341,undefined,IMPUGNADO,0
22619,SEGUNDA VUELTA,Comuna 09,92,3786,341,undefined,RECURRIDO,0
22620,SEGUNDA VUELTA,Comuna 09,92,3787,345,LA LIBERTAD AVANZA,POSITIVO,156
22621,SEGUNDA VUELTA,Comuna 09,92,3787,345,UNION POR LA PATRIA,POSITIVO,95
22622,SEGUNDA VUELTA,Comuna 09,92,3787,345,undefined,EN BLANCO,4
22623,SEGUNDA VUELTA,Comuna 09,92,3787,345,undefined,NULO,6
22624,SEGUNDA VUELTA,Comuna 09,92,3787,345,undefined,IMPUGNADO,0
22625,SEGUNDA VUELTA,Comuna 09,92,3787,345,undefined,RECURRIDO,0
22626,SEGUNDA VUELTA,Comuna 09,92,3788,345,LA LIBERTAD AVANZA,POSITIVO,139
22627,SEGUNDA VUELTA,Comuna 09,92,3788,345,UNION POR LA PATRIA,POSITIVO,120
22628,SEGUNDA VUELTA,Comuna 09,92,3788,345,undefined,EN BLANCO,5
22629,SEGUNDA VUELTA,Comuna 09,92,3788,345,undefined,NULO,3
22630,SEGUNDA VUELTA,Comuna 09,92,3788,345,undefined,IMPUGNADO,0
22631,SEGUNDA VUELTA,Comuna 09,92,3788,345,undefined,RECURRIDO,0
22632,SEGUNDA VUELTA,Comuna 09,92,3789,344,UNION POR LA PATRIA,POSITIVO,132
22633,SEGUNDA VUELTA,Comuna 09,92,3789,344,LA LIBERTAD AVANZA,POSITIVO,110
22634,SEGUNDA VUELTA,Comuna 09,92,3789,344,undefined,EN BLANCO,4
22635,SEGUNDA VUELTA,Comuna 09,92,3789,344,undefined,NULO,4
22636,SEGUNDA VUELTA,Comuna 09,92,3789,344,undefined,IMPUGNADO,0
22637,SEGUNDA VUELTA,Comuna 09,92,3789,344,undefined,RECURRIDO,0
22638,SEGUNDA VUELTA,Comuna 09,92,3790,344,LA LIBERTAD AVANZA,POSITIVO,136
22639,SEGUNDA VUELTA,Comuna 09,92,3790,344,UNION POR LA PATRIA,POSITIVO,113
22640,SEGUNDA VUELTA,Comuna 09,92,3790,344,undefined,EN BLANCO,2
22641,SEGUNDA VUELTA,Comuna 09,92,3790,344,undefined,NULO,14
22642,SEGUNDA VUELTA,Comuna 09,92,3790,344,undefined,IMPUGNADO,0
22643,SEGUNDA VUELTA,Comuna 09,92,3790,344,undefined,RECURRIDO,0
22644,SEGUNDA VUELTA,Comuna 09,92,3791,345,LA LIBERTAD AVANZA,POSITIVO,135
22645,SEGUNDA VUELTA,Comuna 09,92,3791,345,UNION POR LA PATRIA,POSITIVO,123
22646,SEGUNDA VUELTA,Comuna 09,92,3791,345,undefined,EN BLANCO,6
22647,SEGUNDA VUELTA,Comuna 09,92,3791,345,undefined,NULO,6
22648,SEGUNDA VUELTA,Comuna 09,92,3791,345,undefined,IMPUGNADO,0
22649,SEGUNDA VUELTA,Comuna 09,92,3791,345,undefined,RECURRIDO,0
22650,SEGUNDA VUELTA,Comuna 09,93,3792,345,LA LIBERTAD AVANZA,POSITIVO,149
22651,SEGUNDA VUELTA,Comuna 09,93,3792,345,UNION POR LA PATRIA,POSITIVO,126
22652,SEGUNDA VUELTA,Comuna 09,93,3792,345,undefined,EN BLANCO,0
22653,SEGUNDA VUELTA,Comuna 09,93,3792,345,undefined,NULO,0
22654,SEGUNDA VUELTA,Comuna 09,93,3792,345,undefined,IMPUGNADO,4
22655,SEGUNDA VUELTA,Comuna 09,93,3792,345,undefined,RECURRIDO,0
22656,SEGUNDA VUELTA,Comuna 09,93,3793,345,LA LIBERTAD AVANZA,POSITIVO,131
22657,SEGUNDA VUELTA,Comuna 09,93,3793,345,UNION POR LA PATRIA,POSITIVO,124
22658,SEGUNDA VUELTA,Comuna 09,93,3793,345,undefined,EN BLANCO,6
22659,SEGUNDA VUELTA,Comuna 09,93,3793,345,undefined,NULO,5
22660,SEGUNDA VUELTA,Comuna 09,93,3793,345,undefined,IMPUGNADO,0
22661,SEGUNDA VUELTA,Comuna 09,93,3793,345,undefined,RECURRIDO,1
22662,SEGUNDA VUELTA,Comuna 09,93,3794,343,UNION POR LA PATRIA,POSITIVO,140
22663,SEGUNDA VUELTA,Comuna 09,93,3794,343,LA LIBERTAD AVANZA,POSITIVO,122
22664,SEGUNDA VUELTA,Comuna 09,93,3794,343,undefined,EN BLANCO,9
22665,SEGUNDA VUELTA,Comuna 09,93,3794,343,undefined,NULO,0
22666,SEGUNDA VUELTA,Comuna 09,93,3794,343,undefined,IMPUGNADO,0
22667,SEGUNDA VUELTA,Comuna 09,93,3794,343,undefined,RECURRIDO,0
22668,SEGUNDA VUELTA,Comuna 09,93,3795,345,UNION POR LA PATRIA,POSITIVO,148
22669,SEGUNDA VUELTA,Comuna 09,93,3795,345,LA LIBERTAD AVANZA,POSITIVO,121
22670,SEGUNDA VUELTA,Comuna 09,93,3795,345,undefined,EN BLANCO,4
22671,SEGUNDA VUELTA,Comuna 09,93,3795,345,undefined,NULO,4
22672,SEGUNDA VUELTA,Comuna 09,93,3795,345,undefined,IMPUGNADO,0
22673,SEGUNDA VUELTA,Comuna 09,93,3795,345,undefined,RECURRIDO,0
22674,SEGUNDA VUELTA,Comuna 09,93,3796,344,LA LIBERTAD AVANZA,POSITIVO,139
22675,SEGUNDA VUELTA,Comuna 09,93,3796,344,UNION POR LA PATRIA,POSITIVO,126
22676,SEGUNDA VUELTA,Comuna 09,93,3796,344,undefined,EN BLANCO,3
22677,SEGUNDA VUELTA,Comuna 09,93,3796,344,undefined,NULO,5
22678,SEGUNDA VUELTA,Comuna 09,93,3796,344,undefined,IMPUGNADO,0
22679,SEGUNDA VUELTA,Comuna 09,93,3796,344,undefined,RECURRIDO,0
22680,SEGUNDA VUELTA,Comuna 09,93,3797,344,UNION POR LA PATRIA,POSITIVO,135
22681,SEGUNDA VUELTA,Comuna 09,93,3797,344,LA LIBERTAD AVANZA,POSITIVO,126
22682,SEGUNDA VUELTA,Comuna 09,93,3797,344,undefined,EN BLANCO,6
22683,SEGUNDA VUELTA,Comuna 09,93,3797,344,undefined,NULO,4
22684,SEGUNDA VUELTA,Comuna 09,93,3797,344,undefined,IMPUGNADO,0
22685,SEGUNDA VUELTA,Comuna 09,93,3797,344,undefined,RECURRIDO,0
22686,SEGUNDA VUELTA,Comuna 09,93,3798,344,LA LIBERTAD AVANZA,POSITIVO,133
22687,SEGUNDA VUELTA,Comuna 09,93,3798,344,UNION POR LA PATRIA,POSITIVO,132
22688,SEGUNDA VUELTA,Comuna 09,93,3798,344,undefined,EN BLANCO,1
22689,SEGUNDA VUELTA,Comuna 09,93,3798,344,undefined,NULO,7
22690,SEGUNDA VUELTA,Comuna 09,93,3798,344,undefined,IMPUGNADO,0
22691,SEGUNDA VUELTA,Comuna 09,93,3798,344,undefined,RECURRIDO,0
22692,SEGUNDA VUELTA,Comuna 09,93,3799,347,LA LIBERTAD AVANZA,POSITIVO,138
22693,SEGUNDA VUELTA,Comuna 09,93,3799,347,UNION POR LA PATRIA,POSITIVO,123
22694,SEGUNDA VUELTA,Comuna 09,93,3799,347,undefined,EN BLANCO,6
22695,SEGUNDA VUELTA,Comuna 09,93,3799,347,undefined,NULO,9
22696,SEGUNDA VUELTA,Comuna 09,93,3799,347,undefined,IMPUGNADO,0
22697,SEGUNDA VUELTA,Comuna 09,93,3799,347,undefined,RECURRIDO,0
22698,SEGUNDA VUELTA,Comuna 09,93,3800,345,UNION POR LA PATRIA,POSITIVO,138
22699,SEGUNDA VUELTA,Comuna 09,93,3800,345,LA LIBERTAD AVANZA,POSITIVO,131
