,eleccion_tipo,seccion_nombre,circuito_nombre,mesa_id,mesa_electores,agrupacion_nombre,votos_tipo,votos_cantidad
0,SEGUNDA VUELTA,Comuna 01,1,1,345,UNION POR LA PATRIA,POSITIVO,135
1,SEGUNDA VUELTA,Comuna 01,1,1,345,LA LIBERTAD AVANZA,POSITIVO,95
2,SEGUNDA VUELTA,Comuna 01,1,1,345,undefined,EN BLANCO,3
3,SEGUNDA VUELTA,Comuna 01,1,1,345,undefined,NULO,3
4,SEGUNDA VUELTA,Comuna 01,1,1,345,undefined,IMPUGNADO,0
5,SEGUNDA VUELTA,Comuna 01,1,1,345,undefined,RECURRIDO,0
6,SEGUNDA VUELTA,Comuna 01,1,2,339,UNION POR LA PATRIA,POSITIVO,112
7,SEGUNDA VUELTA,Comuna 01,1,2,339,LA LIBERTAD AVANZA,POSITIVO,108
8,SEGUNDA VUELTA,Comuna 01,1,2,339,undefined,EN BLANCO,3
9,SEGUNDA VUELTA,Comuna 01,1,2,339,undefined,NULO,9
10,SEGUNDA VUELTA,Comuna 01,1,2,339,undefined,IMPUGNADO,0
11,SEGUNDA VUELTA,Comuna 01,1,2,339,undefined,RECURRIDO,0
12,SEGUNDA VUELTA,Comuna 01,1,3,342,UNION POR LA PATRIA,POSITIVO,114
13,SEGUNDA VUELTA,Comuna 01,1,3,342,LA LIBERTAD AVANZA,POSITIVO,103
14,SEGUNDA VUELTA,Comuna 01,1,3,342,undefined,EN BLANCO,5
15,SEGUNDA VUELTA,Comuna 01,1,3,342,undefined,NULO,4
16,SEGUNDA VUELTA,Comuna 01,1,3,342,undefined,IMPUGNADO,0
17,SEGUNDA VUELTA,Comuna 01,1,3,342,undefined,RECURRIDO,0
18,SEGUNDA VUELTA,Comuna 01,1,4,345,UNION POR LA PATRIA,POSITIVO,135
19,SEGUNDA VUELTA,Comuna 01,1,4,345,LA LIBERTAD AVANZA,POSITIVO,104
20,SEGUNDA VUELTA,Comuna 01,1,4,345,undefined,EN BLANCO,10
21,SEGUNDA VUELTA,Comuna 01,1,4,345,undefined,NULO,2
22,SEGUNDA VUELTA,Comuna 01,1,4,345,undefined,IMPUGNADO,0
23,SEGUNDA VUELTA,Comuna 01,1,4,345,undefined,RECURRIDO,0
24,SEGUNDA VUELTA,Comuna 01,1,5,351,UNION POR LA PATRIA,POSITIVO,130
25,SEGUNDA VUELTA,Comuna 01,1,5,351,LA LIBERTAD AVANZA,POSITIVO,122
26,SEGUNDA VUELTA,Comuna 01,1,5,351,undefined,EN BLANCO,4
27,SEGUNDA VUELTA,Comuna 01,1,5,351,undefined,NULO,5
28,SEGUNDA VUELTA,Comuna 01,1,5,351,undefined,IMPUGNADO,0
29,SEGUNDA VUELTA,Comuna 01,1,5,351,undefined,RECURRIDO,0
30,SEGUNDA VUELTA,Comuna 01,1,6,343,UNION POR LA PATRIA,POSITIVO,154
31,SEGUNDA VUELTA,Comuna 01,1,6,343,LA LIBERTAD AVANZA,POSITIVO,91
32,SEGUNDA VUELTA,Comuna 01,1,6,343,undefined,EN BLANCO,3
33,SEGUNDA VUELTA,Comuna 01,1,6,343,undefined,NULO,3
34,SEGUNDA VUELTA,Comuna 01,1,6,343,undefined,IMPUGNADO,0
35,SEGUNDA VUELTA,Comuna 01,1,6,343,undefined,RECURRIDO,0
36,SEGUNDA VUELTA,Comuna 01,1,7,342,UNION POR LA PATRIA,POSITIVO,133
37,SEGUNDA VUELTA,Comuna 01,1,7,342,LA LIBERTAD AVANZA,POSITIVO,102
38,SEGUNDA VUELTA,Comuna 01,1,7,342,undefined,EN BLANCO,6
39,SEGUNDA VUELTA,Comuna 01,1,7,342,undefined,NULO,4
40,SEGUNDA VUELTA,Comuna 01,1,7,342,undefined,IMPUGNADO,0
41,SEGUNDA VUELTA,Comuna 01,1,7,342,undefined,RECURRIDO,0
42,SEGUNDA VUELTA,Comuna 01,1,8,339,UNION POR LA PATRIA,POSITIVO,133
43,SEGUNDA VUELTA,Comuna 01,1,8,339,LA LIBERTAD AVANZA,POSITIVO,115
44,SEGUNDA VUELTA,Comuna 01,1,8,339,undefined,EN BLANCO,5
45,SEGUNDA VUELTA,Comuna 01,1,8,339,undefined,NULO,5
46,SEGUNDA VUELTA,Comuna 01,1,8,339,undefined,IMPUGNADO,0
47,SEGUNDA VUELTA,Comuna 01,1,8,339,undefined,RECURRIDO,0
48,SEGUNDA VUELTA,Comuna 01,1,9,345,UNION POR LA PATRIA,POSITIVO,138
49,SEGUNDA VUELTA,Comuna 01,1,9,345,LA LIBERTAD AVANZA,POSITIVO,111
50,SEGUNDA VUELTA,Comuna 01,1,9,345,undefined,EN BLANCO,1
51,SEGUNDA VUELTA,Comuna 01,1,9,345,undefined,NULO,3
52,SEGUNDA VUELTA,Comuna 01,1,9,345,undefined,IMPUGNADO,0
53,SEGUNDA VUELTA,Comuna 01,1,9,345,undefined,RECURRIDO,0
54,SEGUNDA VUELTA,Comuna 01,1,10,344,UNION POR LA PATRIA,POSITIVO,114
55,SEGUNDA VUELTA,Comuna 01,1,10,344,LA LIBERTAD AVANZA,POSITIVO,104
56,SEGUNDA VUELTA,Comuna 01,1,10,344,undefined,EN BLANCO,6
57,SEGUNDA VUELTA,Comuna 01,1,10,344,undefined,NULO,8
58,SEGUNDA VUELTA,Comuna 01,1,10,344,undefined,IMPUGNADO,0
59,SEGUNDA VUELTA,Comuna 01,1,10,344,undefined,RECURRIDO,0
60,SEGUNDA VUELTA,Comuna 01,1,11,347,UNION POR LA PATRIA,POSITIVO,120
61,SEGUNDA VUELTA,Comuna 01,1,11,347,LA LIBERTAD AVANZA,POSITIVO,120
62,SEGUNDA VUELTA,Comuna 01,1,11,347,undefined,EN BLANCO,4
63,SEGUNDA VUELTA,Comuna 01,1,11,347,undefined,NULO,2
64,SEGUNDA VUELTA,Comuna 01,1,11,347,undefined,IMPUGNADO,0
65,SEGUNDA VUELTA,Comuna 01,1,11,347,undefined,RECURRIDO,0
66,SEGUNDA VUELTA,Comuna 01,1,12,343,UNION POR LA PATRIA,POSITIVO,122
67,SEGUNDA VUELTA,Comuna 01,1,12,343,LA LIBERTAD AVANZA,POSITIVO,118
68,SEGUNDA VUELTA,Comuna 01,1,12,343,undefined,EN BLANCO,6
69,SEGUNDA VUELTA,Comuna 01,1,12,343,undefined,NULO,9
70,SEGUNDA VUELTA,Comuna 01,1,12,343,undefined,IMPUGNADO,0
71,SEGUNDA VUELTA,Comuna 01,1,12,343,undefined,RECURRIDO,0
72,SEGUNDA VUELTA,Comuna 01,1,13,344,LA LIBERTAD AVANZA,POSITIVO,118
73,SEGUNDA VUELTA,Comuna 01,1,13,344,UNION POR LA PATRIA,POSITIVO,113
74,SEGUNDA VUELTA,Comuna 01,1,13,344,undefined,EN BLANCO,2
75,SEGUNDA VUELTA,Comuna 01,1,13,344,undefined,NULO,11
76,SEGUNDA VUELTA,Comuna 01,1,13,344,undefined,IMPUGNADO,0
77,SEGUNDA VUELTA,Comuna 01,1,13,344,undefined,RECURRIDO,0
78,SEGUNDA VUELTA,Comuna 01,1,14,343,UNION POR LA PATRIA,POSITIVO,127
79,SEGUNDA VUELTA,Comuna 01,1,14,343,LA LIBERTAD AVANZA,POSITIVO,98
80,SEGUNDA VUELTA,Comuna 01,1,14,343,undefined,EN BLANCO,8
81,SEGUNDA VUELTA,Comuna 01,1,14,343,undefined,NULO,8
82,SEGUNDA VUELTA,Comuna 01,1,14,343,undefined,IMPUGNADO,0
83,SEGUNDA VUELTA,Comuna 01,1,14,343,undefined,RECURRIDO,0
84,SEGUNDA VUELTA,Comuna 01,1,15,344,LA LIBERTAD AVANZA,POSITIVO,119
85,SEGUNDA VUELTA,Comuna 01,1,15,344,UNION POR LA PATRIA,POSITIVO,113
86,SEGUNDA VUELTA,Comuna 01,1,15,344,undefined,EN BLANCO,9
87,SEGUNDA VUELTA,Comuna 01,1,15,344,undefined,NULO,7
88,SEGUNDA VUELTA,Comuna 01,1,15,344,undefined,IMPUGNADO,0
89,SEGUNDA VUELTA,Comuna 01,1,15,344,undefined,RECURRIDO,0
90,SEGUNDA VUELTA,Comuna 01,1,16,341,UNION POR LA PATRIA,POSITIVO,128
91,SEGUNDA VUELTA,Comuna 01,1,16,341,LA LIBERTAD AVANZA,POSITIVO,109
92,SEGUNDA VUELTA,Comuna 01,1,16,341,undefined,EN BLANCO,6
93,SEGUNDA VUELTA,Comuna 01,1,16,341,undefined,NULO,5
94,SEGUNDA VUELTA,Comuna 01,1,16,341,undefined,IMPUGNADO,0
95,SEGUNDA VUELTA,Comuna 01,1,16,341,undefined,RECURRIDO,0
96,SEGUNDA VUELTA,Comuna 01,1,17,341,UNION POR LA PATRIA,POSITIVO,133
97,SEGUNDA VUELTA,Comuna 01,1,17,341,LA LIBERTAD AVANZA,POSITIVO,111
98,SEGUNDA VUELTA,Comuna 01,1,17,341,undefined,EN BLANCO,5
99,SEGUNDA VUELTA,Comuna 01,1,17,341,undefined,NULO,2
100,SEGUNDA VUELTA,Comuna 01,1,17,341,undefined,IMPUGNADO,0
101,SEGUNDA VUELTA,Comuna 01,1,17,341,undefined,RECURRIDO,1
102,SEGUNDA VUELTA,Comuna 01,1,18,347,LA LIBERTAD AVANZA,POSITIVO,132
103,SEGUNDA VUELTA,Comuna 01,1,18,347,UNION POR LA PATRIA,POSITIVO,114
104,SEGUNDA VUELTA,Comuna 01,1,18,347,undefined,EN BLANCO,9
105,SEGUNDA VUELTA,Comuna 01,1,18,347,undefined,NULO,6
106,SEGUNDA VUELTA,Comuna 01,1,18,347,undefined,IMPUGNADO,0
107,SEGUNDA VUELTA,Comuna 01,1,18,347,undefined,RECURRIDO,0
108,SEGUNDA VUELTA,Comuna 01,1,19,345,UNION POR LA PATRIA,POSITIVO,141
109,SEGUNDA VUELTA,Comuna 01,1,19,345,LA LIBERTAD AVANZA,POSITIVO,101
110,SEGUNDA VUELTA,Comuna 01,1,19,345,undefined,EN BLANCO,5
111,SEGUNDA VUELTA,Comuna 01,1,19,345,undefined,NULO,4
112,SEGUNDA VUELTA,Comuna 01,1,19,345,undefined,IMPUGNADO,0
113,SEGUNDA VUELTA,Comuna 01,1,19,345,undefined,RECURRIDO,0
114,SEGUNDA VUELTA,Comuna 01,1,20,342,UNION POR LA PATRIA,POSITIVO,129
115,SEGUNDA VUELTA,Comuna 01,1,20,342,LA LIBERTAD AVANZA,POSITIVO,114
116,SEGUNDA VUELTA,Comuna 01,1,20,342,undefined,EN BLANCO,4
117,SEGUNDA VUELTA,Comuna 01,1,20,342,undefined,NULO,5
118,SEGUNDA VUELTA,Comuna 01,1,20,342,undefined,IMPUGNADO,0
119,SEGUNDA VUELTA,Comuna 01,1,20,342,undefined,RECURRIDO,0
120,SEGUNDA VUELTA,Comuna 01,1,21,343,UNION POR LA PATRIA,POSITIVO,139
121,SEGUNDA VUELTA,Comuna 01,1,21,343,LA LIBERTAD AVANZA,POSITIVO,103
122,SEGUNDA VUELTA,Comuna 01,1,21,343,undefined,EN BLANCO,4
123,SEGUNDA VUELTA,Comuna 01,1,21,343,undefined,NULO,3
124,SEGUNDA VUELTA,Comuna 01,1,21,343,undefined,IMPUGNADO,0
125,SEGUNDA VUELTA,Comuna 01,1,21,343,undefined,RECURRIDO,0
126,SEGUNDA VUELTA,Comuna 01,1,22,345,UNION POR LA PATRIA,POSITIVO,126
127,SEGUNDA VUELTA,Comuna 01,1,22,345,LA LIBERTAD AVANZA,POSITIVO,108
128,SEGUNDA VUELTA,Comuna 01,1,22,345,undefined,EN BLANCO,9
129,SEGUNDA VUELTA,Comuna 01,1,22,345,undefined,NULO,4
130,SEGUNDA VUELTA,Comuna 01,1,22,345,undefined,IMPUGNADO,0
131,SEGUNDA VUELTA,Comuna 01,1,22,345,undefined,RECURRIDO,0
132,SEGUNDA VUELTA,Comuna 01,1,23,344,UNION POR LA PATRIA,POSITIVO,134
133,SEGUNDA VUELTA,Comuna 01,1,23,344,LA LIBERTAD AVANZA,POSITIVO,111
134,SEGUNDA VUELTA,Comuna 01,1,23,344,undefined,EN BLANCO,0
135,SEGUNDA VUELTA,Comuna 01,1,23,344,undefined,NULO,3
136,SEGUNDA VUELTA,Comuna 01,1,23,344,undefined,IMPUGNADO,0
137,SEGUNDA VUELTA,Comuna 01,1,23,344,undefined,RECURRIDO,0
138,SEGUNDA VUELTA,Comuna 01,1,24,345,UNION POR LA PATRIA,POSITIVO,128
139,SEGUNDA VUELTA,Comuna 01,1,24,345,LA LIBERTAD AVANZA,POSITIVO,98
140,SEGUNDA VUELTA,Comuna 01,1,24,345,undefined,EN BLANCO,8
141,SEGUNDA VUELTA,Comuna 01,1,24,345,undefined,NULO,3
142,SEGUNDA VUELTA,Comuna 01,1,24,345,undefined,IMPUGNADO,0
143,SEGUNDA VUELTA,Comuna 01,1,24,345,undefined,RECURRIDO,0
144,SEGUNDA VUELTA,Comuna 01,1,25,344,UNION POR LA PATRIA,POSITIVO,143
145,SEGUNDA VUELTA,Comuna 01,1,25,344,LA LIBERTAD AVANZA,POSITIVO,98
146,SEGUNDA VUELTA,Comuna 01,1,25,344,undefined,EN BLANCO,2
147,SEGUNDA VUELTA,Comuna 01,1,25,344,undefined,NULO,2
148,SEGUNDA VUELTA,Comuna 01,1,25,344,undefined,IMPUGNADO,0
149,SEGUNDA VUELTA,Comuna 01,1,25,344,undefined,RECURRIDO,0
150,SEGUNDA VUELTA,Comuna 01,1,26,339,LA LIBERTAD AVANZA,POSITIVO,123
151,SEGUNDA VUELTA,Comuna 01,1,26,339,UNION POR LA PATRIA,POSITIVO,106
152,SEGUNDA VUELTA,Comuna 01,1,26,339,undefined,EN BLANCO,9
153,SEGUNDA VUELTA,Comuna 01,1,26,339,undefined,NULO,1
154,SEGUNDA VUELTA,Comuna 01,1,26,339,undefined,IMPUGNADO,0
155,SEGUNDA VUELTA,Comuna 01,1,26,339,undefined,RECURRIDO,0
156,SEGUNDA VUELTA,Comuna 01,1,27,342,UNION POR LA PATRIA,POSITIVO,142
157,SEGUNDA VUELTA,Comuna 01,1,27,342,LA LIBERTAD AVANZA,POSITIVO,98
158,SEGUNDA VUELTA,Comuna 01,1,27,342,undefined,EN BLANCO,2
159,SEGUNDA VUELTA,Comuna 01,1,27,342,undefined,NULO,2
160,SEGUNDA VUELTA,Comuna 01,1,27,342,undefined,IMPUGNADO,0
161,SEGUNDA VUELTA,Comuna 01,1,27,342,undefined,RECURRIDO,0
162,SEGUNDA VUELTA,Comuna 01,1,28,342,LA LIBERTAD AVANZA,POSITIVO,140
163,SEGUNDA VUELTA,Comuna 01,1,28,342,UNION POR LA PATRIA,POSITIVO,105
164,SEGUNDA VUELTA,Comuna 01,1,28,342,undefined,EN BLANCO,8
165,SEGUNDA VUELTA,Comuna 01,1,28,342,undefined,NULO,2
166,SEGUNDA VUELTA,Comuna 01,1,28,342,undefined,IMPUGNADO,0
167,SEGUNDA VUELTA,Comuna 01,1,28,342,undefined,RECURRIDO,1
168,SEGUNDA VUELTA,Comuna 01,1,29,340,UNION POR LA PATRIA,POSITIVO,124
169,SEGUNDA VUELTA,Comuna 01,1,29,340,LA LIBERTAD AVANZA,POSITIVO,111
170,SEGUNDA VUELTA,Comuna 01,1,29,340,undefined,EN BLANCO,5
171,SEGUNDA VUELTA,Comuna 01,1,29,340,undefined,NULO,6
172,SEGUNDA VUELTA,Comuna 01,1,29,340,undefined,IMPUGNADO,0
173,SEGUNDA VUELTA,Comuna 01,1,29,340,undefined,RECURRIDO,0
174,SEGUNDA VUELTA,Comuna 01,1,30,341,UNION POR LA PATRIA,POSITIVO,118
175,SEGUNDA VUELTA,Comuna 01,1,30,341,LA LIBERTAD AVANZA,POSITIVO,113
176,SEGUNDA VUELTA,Comuna 01,1,30,341,undefined,EN BLANCO,7
177,SEGUNDA VUELTA,Comuna 01,1,30,341,undefined,NULO,6
178,SEGUNDA VUELTA,Comuna 01,1,30,341,undefined,IMPUGNADO,0
179,SEGUNDA VUELTA,Comuna 01,1,30,341,undefined,RECURRIDO,0
180,SEGUNDA VUELTA,Comuna 01,2,31,338,UNION POR LA PATRIA,POSITIVO,135
181,SEGUNDA VUELTA,Comuna 01,2,31,338,LA LIBERTAD AVANZA,POSITIVO,92
182,SEGUNDA VUELTA,Comuna 01,2,31,338,undefined,EN BLANCO,4
183,SEGUNDA VUELTA,Comuna 01,2,31,338,undefined,NULO,4
184,SEGUNDA VUELTA,Comuna 01,2,31,338,undefined,IMPUGNADO,0
185,SEGUNDA VUELTA,Comuna 01,2,31,338,undefined,RECURRIDO,0
186,SEGUNDA VUELTA,Comuna 01,2,32,337,UNION POR LA PATRIA,POSITIVO,109
187,SEGUNDA VUELTA,Comuna 01,2,32,337,LA LIBERTAD AVANZA,POSITIVO,101
188,SEGUNDA VUELTA,Comuna 01,2,32,337,undefined,EN BLANCO,4
189,SEGUNDA VUELTA,Comuna 01,2,32,337,undefined,NULO,6
190,SEGUNDA VUELTA,Comuna 01,2,32,337,undefined,IMPUGNADO,0
191,SEGUNDA VUELTA,Comuna 01,2,32,337,undefined,RECURRIDO,1
192,SEGUNDA VUELTA,Comuna 01,2,33,335,UNION POR LA PATRIA,POSITIVO,133
193,SEGUNDA VUELTA,Comuna 01,2,33,335,LA LIBERTAD AVANZA,POSITIVO,104
194,SEGUNDA VUELTA,Comuna 01,2,33,335,undefined,EN BLANCO,4
195,SEGUNDA VUELTA,Comuna 01,2,33,335,undefined,NULO,5
196,SEGUNDA VUELTA,Comuna 01,2,33,335,undefined,IMPUGNADO,0
197,SEGUNDA VUELTA,Comuna 01,2,33,335,undefined,RECURRIDO,0
198,SEGUNDA VUELTA,Comuna 01,2,34,337,UNION POR LA PATRIA,POSITIVO,154
199,SEGUNDA VUELTA,Comuna 01,2,34,337,LA LIBERTAD AVANZA,POSITIVO,85
200,SEGUNDA VUELTA,Comuna 01,2,34,337,undefined,EN BLANCO,5
201,SEGUNDA VUELTA,Comuna 01,2,34,337,undefined,NULO,2
202,SEGUNDA VUELTA,Comuna 01,2,34,337,undefined,IMPUGNADO,0
203,SEGUNDA VUELTA,Comuna 01,2,34,337,undefined,RECURRIDO,1
204,SEGUNDA VUELTA,Comuna 01,2,35,343,UNION POR LA PATRIA,POSITIVO,110
205,SEGUNDA VUELTA,Comuna 01,2,35,343,LA LIBERTAD AVANZA,POSITIVO,109
206,SEGUNDA VUELTA,Comuna 01,2,35,343,undefined,EN BLANCO,8
207,SEGUNDA VUELTA,Comuna 01,2,35,343,undefined,NULO,4
208,SEGUNDA VUELTA,Comuna 01,2,35,343,undefined,IMPUGNADO,0
209,SEGUNDA VUELTA,Comuna 01,2,35,343,undefined,RECURRIDO,1
210,SEGUNDA VUELTA,Comuna 01,2,36,338,UNION POR LA PATRIA,POSITIVO,111
211,SEGUNDA VUELTA,Comuna 01,2,36,338,LA LIBERTAD AVANZA,POSITIVO,97
212,SEGUNDA VUELTA,Comuna 01,2,36,338,undefined,EN BLANCO,3
213,SEGUNDA VUELTA,Comuna 01,2,36,338,undefined,NULO,5
214,SEGUNDA VUELTA,Comuna 01,2,36,338,undefined,IMPUGNADO,0
215,SEGUNDA VUELTA,Comuna 01,2,36,338,undefined,RECURRIDO,0
216,SEGUNDA VUELTA,Comuna 01,2,37,336,UNION POR LA PATRIA,POSITIVO,118
217,SEGUNDA VUELTA,Comuna 01,2,37,336,LA LIBERTAD AVANZA,POSITIVO,104
218,SEGUNDA VUELTA,Comuna 01,2,37,336,undefined,EN BLANCO,5
219,SEGUNDA VUELTA,Comuna 01,2,37,336,undefined,NULO,3
220,SEGUNDA VUELTA,Comuna 01,2,37,336,undefined,IMPUGNADO,0
221,SEGUNDA VUELTA,Comuna 01,2,37,336,undefined,RECURRIDO,0
222,SEGUNDA VUELTA,Comuna 01,2,38,335,UNION POR LA PATRIA,POSITIVO,117
223,SEGUNDA VUELTA,Comuna 01,2,38,335,LA LIBERTAD AVANZA,POSITIVO,104
224,SEGUNDA VUELTA,Comuna 01,2,38,335,undefined,EN BLANCO,6
225,SEGUNDA VUELTA,Comuna 01,2,38,335,undefined,NULO,3
226,SEGUNDA VUELTA,Comuna 01,2,38,335,undefined,IMPUGNADO,0
227,SEGUNDA VUELTA,Comuna 01,2,38,335,undefined,RECURRIDO,0
228,SEGUNDA VUELTA,Comuna 01,2,39,336,UNION POR LA PATRIA,POSITIVO,122
229,SEGUNDA VUELTA,Comuna 01,2,39,336,LA LIBERTAD AVANZA,POSITIVO,111
230,SEGUNDA VUELTA,Comuna 01,2,39,336,undefined,EN BLANCO,8
231,SEGUNDA VUELTA,Comuna 01,2,39,336,undefined,NULO,3
232,SEGUNDA VUELTA,Comuna 01,2,39,336,undefined,IMPUGNADO,0
233,SEGUNDA VUELTA,Comuna 01,2,39,336,undefined,RECURRIDO,0
234,SEGUNDA VUELTA,Comuna 01,2,40,341,UNION POR LA PATRIA,POSITIVO,130
235,SEGUNDA VUELTA,Comuna 01,2,40,341,LA LIBERTAD AVANZA,POSITIVO,100
236,SEGUNDA VUELTA,Comuna 01,2,40,341,undefined,EN BLANCO,7
237,SEGUNDA VUELTA,Comuna 01,2,40,341,undefined,NULO,2
238,SEGUNDA VUELTA,Comuna 01,2,40,341,undefined,IMPUGNADO,0
239,SEGUNDA VUELTA,Comuna 01,2,40,341,undefined,RECURRIDO,1
240,SEGUNDA VUELTA,Comuna 01,2,41,336,UNION POR LA PATRIA,POSITIVO,130
241,SEGUNDA VUELTA,Comuna 01,2,41,336,LA LIBERTAD AVANZA,POSITIVO,85
242,SEGUNDA VUELTA,Comuna 01,2,41,336,undefined,EN BLANCO,4
243,SEGUNDA VUELTA,Comuna 01,2,41,336,undefined,NULO,0
244,SEGUNDA VUELTA,Comuna 01,2,41,336,undefined,IMPUGNADO,0
245,SEGUNDA VUELTA,Comuna 01,2,41,336,undefined,RECURRIDO,0
246,SEGUNDA VUELTA,Comuna 01,2,42,335,UNION POR LA PATRIA,POSITIVO,121
247,SEGUNDA VUELTA,Comuna 01,2,42,335,LA LIBERTAD AVANZA,POSITIVO,100
248,SEGUNDA VUELTA,Comuna 01,2,42,335,undefined,EN BLANCO,4
249,SEGUNDA VUELTA,Comuna 01,2,42,335,undefined,NULO,4
250,SEGUNDA VUELTA,Comuna 01,2,42,335,undefined,IMPUGNADO,0
251,SEGUNDA VUELTA,Comuna 01,2,42,335,undefined,RECURRIDO,0
252,SEGUNDA VUELTA,Comuna 01,2,43,339,UNION POR LA PATRIA,POSITIVO,122
253,SEGUNDA VUELTA,Comuna 01,2,43,339,LA LIBERTAD AVANZA,POSITIVO,97
254,SEGUNDA VUELTA,Comuna 01,2,43,339,undefined,EN BLANCO,5
255,SEGUNDA VUELTA,Comuna 01,2,43,339,undefined,NULO,3
256,SEGUNDA VUELTA,Comuna 01,2,43,339,undefined,IMPUGNADO,0
257,SEGUNDA VUELTA,Comuna 01,2,43,339,undefined,RECURRIDO,0
258,SEGUNDA VUELTA,Comuna 01,2,44,335,UNION POR LA PATRIA,POSITIVO,141
259,SEGUNDA VUELTA,Comuna 01,2,44,335,LA LIBERTAD AVANZA,POSITIVO,98
260,SEGUNDA VUELTA,Comuna 01,2,44,335,undefined,EN BLANCO,5
261,SEGUNDA VUELTA,Comuna 01,2,44,335,undefined,NULO,6
262,SEGUNDA VUELTA,Comuna 01,2,44,335,undefined,IMPUGNADO,0
263,SEGUNDA VUELTA,Comuna 01,2,44,335,undefined,RECURRIDO,0
264,SEGUNDA VUELTA,Comuna 01,2,45,337,UNION POR LA PATRIA,POSITIVO,128
265,SEGUNDA VUELTA,Comuna 01,2,45,337,LA LIBERTAD AVANZA,POSITIVO,100
266,SEGUNDA VUELTA,Comuna 01,2,45,337,undefined,EN BLANCO,4
267,SEGUNDA VUELTA,Comuna 01,2,45,337,undefined,NULO,4
268,SEGUNDA VUELTA,Comuna 01,2,45,337,undefined,IMPUGNADO,0
269,SEGUNDA VUELTA,Comuna 01,2,45,337,undefined,RECURRIDO,0
270,SEGUNDA VUELTA,Comuna 01,2,46,337,UNION POR LA PATRIA,POSITIVO,127
271,SEGUNDA VUELTA,Comuna 01,2,46,337,LA LIBERTAD AVANZA,POSITIVO,104
272,SEGUNDA VUELTA,Comuna 01,2,46,337,undefined,EN BLANCO,4
273,SEGUNDA VUELTA,Comuna 01,2,46,337,undefined,NULO,7
274,SEGUNDA VUELTA,Comuna 01,2,46,337,undefined,IMPUGNADO,0
275,SEGUNDA VUELTA,Comuna 01,2,46,337,undefined,RECURRIDO,0
276,SEGUNDA VUELTA,Comuna 01,2,47,338,UNION POR LA PATRIA,POSITIVO,116
277,SEGUNDA VUELTA,Comuna 01,2,47,338,LA LIBERTAD AVANZA,POSITIVO,94
278,SEGUNDA VUELTA,Comuna 01,2,47,338,undefined,EN BLANCO,5
279,SEGUNDA VUELTA,Comuna 01,2,47,338,undefined,NULO,8
280,SEGUNDA VUELTA,Comuna 01,2,47,338,undefined,IMPUGNADO,0
281,SEGUNDA VUELTA,Comuna 01,2,47,338,undefined,RECURRIDO,0
282,SEGUNDA VUELTA,Comuna 01,2,48,335,UNION POR LA PATRIA,POSITIVO,118
283,SEGUNDA VUELTA,Comuna 01,2,48,335,LA LIBERTAD AVANZA,POSITIVO,111
284,SEGUNDA VUELTA,Comuna 01,2,48,335,undefined,EN BLANCO,8
285,SEGUNDA VUELTA,Comuna 01,2,48,335,undefined,NULO,6
286,SEGUNDA VUELTA,Comuna 01,2,48,335,undefined,IMPUGNADO,0
287,SEGUNDA VUELTA,Comuna 01,2,48,335,undefined,RECURRIDO,0
288,SEGUNDA VUELTA,Comuna 01,2,49,336,UNION POR LA PATRIA,POSITIVO,114
289,SEGUNDA VUELTA,Comuna 01,2,49,336,LA LIBERTAD AVANZA,POSITIVO,104
290,SEGUNDA VUELTA,Comuna 01,2,49,336,undefined,EN BLANCO,14
291,SEGUNDA VUELTA,Comuna 01,2,49,336,undefined,NULO,3
292,SEGUNDA VUELTA,Comuna 01,2,49,336,undefined,IMPUGNADO,0
293,SEGUNDA VUELTA,Comuna 01,2,49,336,undefined,RECURRIDO,0
294,SEGUNDA VUELTA,Comuna 01,2,50,333,LA LIBERTAD AVANZA,POSITIVO,112
295,SEGUNDA VUELTA,Comuna 01,2,50,333,UNION POR LA PATRIA,POSITIVO,110
296,SEGUNDA VUELTA,Comuna 01,2,50,333,undefined,EN BLANCO,6
297,SEGUNDA VUELTA,Comuna 01,2,50,333,undefined,NULO,10
298,SEGUNDA VUELTA,Comuna 01,2,50,333,undefined,IMPUGNADO,0
299,SEGUNDA VUELTA,Comuna 01,2,50,333,undefined,RECURRIDO,0
300,SEGUNDA VUELTA,Comuna 01,2,51,338,UNION POR LA PATRIA,POSITIVO,114
301,SEGUNDA VUELTA,Comuna 01,2,51,338,LA LIBERTAD AVANZA,POSITIVO,112
302,SEGUNDA VUELTA,Comuna 01,2,51,338,undefined,EN BLANCO,6
303,SEGUNDA VUELTA,Comuna 01,2,51,338,undefined,NULO,0
304,SEGUNDA VUELTA,Comuna 01,2,51,338,undefined,IMPUGNADO,0
305,SEGUNDA VUELTA,Comuna 01,2,51,338,undefined,RECURRIDO,0
306,SEGUNDA VUELTA,Comuna 01,2,52,336,UNION POR LA PATRIA,POSITIVO,118
307,SEGUNDA VUELTA,Comuna 01,2,52,336,LA LIBERTAD AVANZA,POSITIVO,116
308,SEGUNDA VUELTA,Comuna 01,2,52,336,undefined,EN BLANCO,8
309,SEGUNDA VUELTA,Comuna 01,2,52,336,undefined,NULO,5
310,SEGUNDA VUELTA,Comuna 01,2,52,336,undefined,IMPUGNADO,0
311,SEGUNDA VUELTA,Comuna 01,2,52,336,undefined,RECURRIDO,0
312,SEGUNDA VUELTA,Comuna 01,2,53,339,UNION POR LA PATRIA,POSITIVO,138
