eleccion_tipo,seccion_nombre,circuito_nombre,mesa_id,mesa_electores,agrupacion_nombre,votos_tipo,votos_cantidad
GENERAL,Comuna 05,62,2086,349,,IMPUGNADO,0
GENERAL,Comuna 05,62,2086,349,,RECURRIDO,0
GENERAL,Comuna 05,62,2086,349,,COMANDO,3
GENERAL,Comuna 05,63,2087,347,JUNTOS POR EL CAMBIO,POSITIVO,92
GENERAL,Comuna 05,63,2087,347,UNION POR LA PATRIA,POSITIVO,89
GENERAL,Comuna 05,63,2087,347,LA LIBERTAD AVANZA,POSITIVO,67
GENERAL,Comuna 05,63,2087,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,16
GENERAL,Comuna 05,63,2087,347,HACEMOS POR NUESTRO PAIS,POSITIVO,9
GENERAL,Comuna 05,63,2087,347,,EN BLANCO,4
GENERAL,Comuna 05,63,2087,347,,NULO,4
GENERAL,Comuna 05,63,2087,347,,IMPUGNADO,0
GENERAL,Comuna 05,63,2087,347,,RECURRIDO,0
GENERAL,Comuna 05,63,2087,347,,COMANDO,0
GENERAL,Comuna 05,63,2088,342,JUNTOS POR EL CAMBIO,POSITIVO,100
GENERAL,Comuna 05,63,2088,342,UNION POR LA PATRIA,POSITIVO,92
GENERAL,Comuna 05,63,2088,342,LA LIBERTAD AVANZA,POSITIVO,40
GENERAL,Comuna 05,63,2088,342,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,12
GENERAL,Comuna 05,63,2088,342,HACEMOS POR NUESTRO PAIS,POSITIVO,10
GENERAL,Comuna 05,63,2088,342,,EN BLANCO,8
GENERAL,Comuna 05,63,2088,342,,NULO,3
GENERAL,Comuna 05,63,2088,342,,IMPUGNADO,0
GENERAL,Comuna 05,63,2088,342,,RECURRIDO,0
GENERAL,Comuna 05,63,2088,342,,COMANDO,0
GENERAL,Comuna 05,63,2089,347,JUNTOS POR EL CAMBIO,POSITIVO,107
GENERAL,Comuna 05,63,2089,347,UNION POR LA PATRIA,POSITIVO,91
GENERAL,Comuna 05,63,2089,347,LA LIBERTAD AVANZA,POSITIVO,63
GENERAL,Comuna 05,63,2089,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,15
GENERAL,Comuna 05,63,2089,347,HACEMOS POR NUESTRO PAIS,POSITIVO,12
GENERAL,Comuna 05,63,2089,347,,EN BLANCO,0
GENERAL,Comuna 05,63,2089,347,,NULO,2
GENERAL,Comuna 05,63,2089,347,,IMPUGNADO,0
GENERAL,Comuna 05,63,2089,347,,RECURRIDO,0
GENERAL,Comuna 05,63,2089,347,,COMANDO,0
GENERAL,Comuna 05,63,2090,346,JUNTOS POR EL CAMBIO,POSITIVO,102
GENERAL,Comuna 05,63,2090,346,UNION POR LA PATRIA,POSITIVO,90
GENERAL,Comuna 05,63,2090,346,LA LIBERTAD AVANZA,POSITIVO,47
GENERAL,Comuna 05,63,2090,346,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,11
GENERAL,Comuna 05,63,2090,346,HACEMOS POR NUESTRO PAIS,POSITIVO,11
GENERAL,Comuna 05,63,2090,346,,EN BLANCO,5
GENERAL,Comuna 05,63,2090,346,,NULO,0
GENERAL,Comuna 05,63,2090,346,,IMPUGNADO,0
GENERAL,Comuna 05,63,2090,346,,RECURRIDO,1
GENERAL,Comuna 05,63,2090,346,,COMANDO,0
GENERAL,Comuna 05,63,2091,343,JUNTOS POR EL CAMBIO,POSITIVO,120
GENERAL,Comuna 05,63,2091,343,UNION POR LA PATRIA,POSITIVO,87
GENERAL,Comuna 05,63,2091,343,LA LIBERTAD AVANZA,POSITIVO,41
GENERAL,Comuna 05,63,2091,343,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,12
GENERAL,Comuna 05,63,2091,343,HACEMOS POR NUESTRO PAIS,POSITIVO,7
GENERAL,Comuna 05,63,2091,343,,EN BLANCO,1
GENERAL,Comuna 05,63,2091,343,,NULO,0
GENERAL,Comuna 05,63,2091,343,,IMPUGNADO,0
GENERAL,Comuna 05,63,2091,343,,RECURRIDO,0
GENERAL,Comuna 05,63,2091,343,,COMANDO,0
GENERAL,Comuna 05,63,2092,346,JUNTOS POR EL CAMBIO,POSITIVO,110
GENERAL,Comuna 05,63,2092,346,UNION POR LA PATRIA,POSITIVO,84
GENERAL,Comuna 05,63,2092,346,LA LIBERTAD AVANZA,POSITIVO,58
GENERAL,Comuna 05,63,2092,346,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,13
GENERAL,Comuna 05,63,2092,346,HACEMOS POR NUESTRO PAIS,POSITIVO,5
GENERAL,Comuna 05,63,2092,346,,EN BLANCO,4
GENERAL,Comuna 05,63,2092,346,,NULO,3
GENERAL,Comuna 05,63,2092,346,,IMPUGNADO,0
GENERAL,Comuna 05,63,2092,346,,RECURRIDO,0
GENERAL,Comuna 05,63,2092,346,,COMANDO,0
GENERAL,Comuna 05,63,2093,342,JUNTOS POR EL CAMBIO,POSITIVO,109
GENERAL,Comuna 05,63,2093,342,UNION POR LA PATRIA,POSITIVO,84
GENERAL,Comuna 05,63,2093,342,LA LIBERTAD AVANZA,POSITIVO,40
GENERAL,Comuna 05,63,2093,342,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,12
GENERAL,Comuna 05,63,2093,342,HACEMOS POR NUESTRO PAIS,POSITIVO,3
GENERAL,Comuna 05,63,2093,342,,EN BLANCO,0
GENERAL,Comuna 05,63,2093,342,,NULO,8
GENERAL,Comuna 05,63,2093,342,,IMPUGNADO,0
GENERAL,Comuna 05,63,2093,342,,RECURRIDO,0
GENERAL,Comuna 05,63,2093,342,,COMANDO,0
GENERAL,Comuna 05,63,2094,351,UNION POR LA PATRIA,POSITIVO,110
GENERAL,Comuna 05,63,2094,351,JUNTOS POR EL CAMBIO,POSITIVO,101
GENERAL,Comuna 05,63,2094,351,LA LIBERTAD AVANZA,POSITIVO,41
GENERAL,Comuna 05,63,2094,351,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,10
GENERAL,Comuna 05,63,2094,351,HACEMOS POR NUESTRO PAIS,POSITIVO,8
GENERAL,Comuna 05,63,2094,351,,EN BLANCO,4
GENERAL,Comuna 05,63,2094,351,,NULO,5
GENERAL,Comuna 05,63,2094,351,,IMPUGNADO,0
GENERAL,Comuna 05,63,2094,351,,RECURRIDO,0
GENERAL,Comuna 05,63,2094,351,,COMANDO,5
GENERAL,Comuna 05,63,2095,345,JUNTOS POR EL CAMBIO,POSITIVO,103
GENERAL,Comuna 05,63,2095,345,UNION POR LA PATRIA,POSITIVO,75
GENERAL,Comuna 05,63,2095,345,LA LIBERTAD AVANZA,POSITIVO,59
GENERAL,Comuna 05,63,2095,345,HACEMOS POR NUESTRO PAIS,POSITIVO,11
GENERAL,Comuna 05,63,2095,345,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,4
GENERAL,Comuna 05,63,2095,345,,EN BLANCO,4
GENERAL,Comuna 05,63,2095,345,,NULO,2
GENERAL,Comuna 05,63,2095,345,,IMPUGNADO,0
GENERAL,Comuna 05,63,2095,345,,RECURRIDO,0
GENERAL,Comuna 05,63,2095,345,,COMANDO,0
GENERAL,Comuna 05,63,2096,347,JUNTOS POR EL CAMBIO,POSITIVO,108
GENERAL,Comuna 05,63,2096,347,UNION POR LA PATRIA,POSITIVO,94
GENERAL,Comuna 05,63,2096,347,LA LIBERTAD AVANZA,POSITIVO,44
GENERAL,Comuna 05,63,2096,347,HACEMOS POR NUESTRO PAIS,POSITIVO,9
GENERAL,Comuna 05,63,2096,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,8
GENERAL,Comuna 05,63,2096,347,,EN BLANCO,4
GENERAL,Comuna 05,63,2096,347,,NULO,2
GENERAL,Comuna 05,63,2096,347,,IMPUGNADO,0
GENERAL,Comuna 05,63,2096,347,,RECURRIDO,0
GENERAL,Comuna 05,63,2096,347,,COMANDO,0
GENERAL,Comuna 05,63,2097,345,JUNTOS POR EL CAMBIO,POSITIVO,109
GENERAL,Comuna 05,63,2097,345,UNION POR LA PATRIA,POSITIVO,90
GENERAL,Comuna 05,63,2097,345,LA LIBERTAD AVANZA,POSITIVO,47
GENERAL,Comuna 05,63,2097,345,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,13
GENERAL,Comuna 05,63,2097,345,HACEMOS POR NUESTRO PAIS,POSITIVO,11
GENERAL,Comuna 05,63,2097,345,,EN BLANCO,4
GENERAL,Comuna 05,63,2097,345,,NULO,3
GENERAL,Comuna 05,63,2097,345,,IMPUGNADO,0
GENERAL,Comuna 05,63,2097,345,,RECURRIDO,0
GENERAL,Comuna 05,63,2097,345,,COMANDO,0
GENERAL,Comuna 05,63,2098,346,UNION POR LA PATRIA,POSITIVO,94
GENERAL,Comuna 05,63,2098,346,JUNTOS POR EL CAMBIO,POSITIVO,79
GENERAL,Comuna 05,63,2098,346,LA LIBERTAD AVANZA,POSITIVO,58
GENERAL,Comuna 05,63,2098,346,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,10
GENERAL,Comuna 05,63,2098,346,HACEMOS POR NUESTRO PAIS,POSITIVO,6
GENERAL,Comuna 05,63,2098,346,,EN BLANCO,4
GENERAL,Comuna 05,63,2098,346,,NULO,1
GENERAL,Comuna 05,63,2098,346,,IMPUGNADO,0
GENERAL,Comuna 05,63,2098,346,,RECURRIDO,0
GENERAL,Comuna 05,63,2098,346,,COMANDO,0
GENERAL,Comuna 05,63,2099,342,JUNTOS POR EL CAMBIO,POSITIVO,117
GENERAL,Comuna 05,63,2099,342,UNION POR LA PATRIA,POSITIVO,97
GENERAL,Comuna 05,63,2099,342,LA LIBERTAD AVANZA,POSITIVO,53
GENERAL,Comuna 05,63,2099,342,HACEMOS POR NUESTRO PAIS,POSITIVO,8
GENERAL,Comuna 05,63,2099,342,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,7
GENERAL,Comuna 05,63,2099,342,,EN BLANCO,4
GENERAL,Comuna 05,63,2099,342,,NULO,1
GENERAL,Comuna 05,63,2099,342,,IMPUGNADO,0
GENERAL,Comuna 05,63,2099,342,,RECURRIDO,0
GENERAL,Comuna 05,63,2099,342,,COMANDO,0
GENERAL,Comuna 05,63,2100,347,JUNTOS POR EL CAMBIO,POSITIVO,89
GENERAL,Comuna 05,63,2100,347,UNION POR LA PATRIA,POSITIVO,86
GENERAL,Comuna 05,63,2100,347,LA LIBERTAD AVANZA,POSITIVO,54
GENERAL,Comuna 05,63,2100,347,HACEMOS POR NUESTRO PAIS,POSITIVO,12
GENERAL,Comuna 05,63,2100,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,8
GENERAL,Comuna 05,63,2100,347,,EN BLANCO,5
GENERAL,Comuna 05,63,2100,347,,NULO,6
GENERAL,Comuna 05,63,2100,347,,IMPUGNADO,0
GENERAL,Comuna 05,63,2100,347,,RECURRIDO,0
GENERAL,Comuna 05,63,2100,347,,COMANDO,0
GENERAL,Comuna 05,63,2101,344,JUNTOS POR EL CAMBIO,POSITIVO,107
GENERAL,Comuna 05,63,2101,344,UNION POR LA PATRIA,POSITIVO,100
GENERAL,Comuna 05,63,2101,344,LA LIBERTAD AVANZA,POSITIVO,38
GENERAL,Comuna 05,63,2101,344,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,13
GENERAL,Comuna 05,63,2101,344,HACEMOS POR NUESTRO PAIS,POSITIVO,9
GENERAL,Comuna 05,63,2101,344,,EN BLANCO,5
GENERAL,Comuna 05,63,2101,344,,NULO,2
GENERAL,Comuna 05,63,2101,344,,IMPUGNADO,0
GENERAL,Comuna 05,63,2101,344,,RECURRIDO,0
GENERAL,Comuna 05,63,2101,344,,COMANDO,0
GENERAL,Comuna 05,63,2102,347,JUNTOS POR EL CAMBIO,POSITIVO,108
GENERAL,Comuna 05,63,2102,347,UNION POR LA PATRIA,POSITIVO,86
GENERAL,Comuna 05,63,2102,347,LA LIBERTAD AVANZA,POSITIVO,46
GENERAL,Comuna 05,63,2102,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,9
GENERAL,Comuna 05,63,2102,347,HACEMOS POR NUESTRO PAIS,POSITIVO,9
GENERAL,Comuna 05,63,2102,347,,EN BLANCO,11
GENERAL,Comuna 05,63,2102,347,,NULO,3
GENERAL,Comuna 05,63,2102,347,,IMPUGNADO,0
GENERAL,Comuna 05,63,2102,347,,RECURRIDO,0
GENERAL,Comuna 05,63,2102,347,,COMANDO,0
GENERAL,Comuna 05,63,2103,347,JUNTOS POR EL CAMBIO,POSITIVO,97
GENERAL,Comuna 05,63,2103,347,UNION POR LA PATRIA,POSITIVO,92
GENERAL,Comuna 05,63,2103,347,LA LIBERTAD AVANZA,POSITIVO,36
GENERAL,Comuna 05,63,2103,347,HACEMOS POR NUESTRO PAIS,POSITIVO,13
GENERAL,Comuna 05,63,2103,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,12
GENERAL,Comuna 05,63,2103,347,,EN BLANCO,5
GENERAL,Comuna 05,63,2103,347,,NULO,3
GENERAL,Comuna 05,63,2103,347,,IMPUGNADO,0
GENERAL,Comuna 05,63,2103,347,,RECURRIDO,0
GENERAL,Comuna 05,63,2103,347,,COMANDO,0
GENERAL,Comuna 05,63,2104,346,JUNTOS POR EL CAMBIO,POSITIVO,102
GENERAL,Comuna 05,63,2104,346,UNION POR LA PATRIA,POSITIVO,85
GENERAL,Comuna 05,63,2104,346,LA LIBERTAD AVANZA,POSITIVO,54
GENERAL,Comuna 05,63,2104,346,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,13
GENERAL,Comuna 05,63,2104,346,HACEMOS POR NUESTRO PAIS,POSITIVO,13
GENERAL,Comuna 05,63,2104,346,,EN BLANCO,12
GENERAL,Comuna 05,63,2104,346,,NULO,2
GENERAL,Comuna 05,63,2104,346,,IMPUGNADO,0
GENERAL,Comuna 05,63,2104,346,,RECURRIDO,0
GENERAL,Comuna 05,63,2104,346,,COMANDO,0
GENERAL,Comuna 05,63,2105,346,JUNTOS POR EL CAMBIO,POSITIVO,118
GENERAL,Comuna 05,63,2105,346,UNION POR LA PATRIA,POSITIVO,82
GENERAL,Comuna 05,63,2105,346,LA LIBERTAD AVANZA,POSITIVO,45
GENERAL,Comuna 05,63,2105,346,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,14
GENERAL,Comuna 05,63,2105,346,HACEMOS POR NUESTRO PAIS,POSITIVO,5
GENERAL,Comuna 05,63,2105,346,,EN BLANCO,0
GENERAL,Comuna 05,63,2105,346,,NULO,2
GENERAL,Comuna 05,63,2105,346,,IMPUGNADO,0
GENERAL,Comuna 05,63,2105,346,,RECURRIDO,0
GENERAL,Comuna 05,63,2105,346,,COMANDO,0
GENERAL,Comuna 05,63,2106,350,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,0
GENERAL,Comuna 05,63,2106,350,LA LIBERTAD AVANZA,POSITIVO,0
GENERAL,Comuna 05,63,2106,350,JUNTOS POR EL CAMBIO,POSITIVO,0
GENERAL,Comuna 05,63,2106,350,HACEMOS POR NUESTRO PAIS,POSITIVO,0
GENERAL,Comuna 05,63,2106,350,UNION POR LA PATRIA,POSITIVO,0
GENERAL,Comuna 05,63,2106,350,,EN BLANCO,0
GENERAL,Comuna 05,63,2106,350,,NULO,0
GENERAL,Comuna 05,63,2106,350,,IMPUGNADO,0
GENERAL,Comuna 05,63,2106,350,,RECURRIDO,0
GENERAL,Comuna 05,63,2106,350,,COMANDO,0
GENERAL,Comuna 05,63,2107,345,JUNTOS POR EL CAMBIO,POSITIVO,109
GENERAL,Comuna 05,63,2107,345,UNION POR LA PATRIA,POSITIVO,94
GENERAL,Comuna 05,63,2107,345,LA LIBERTAD AVANZA,POSITIVO,50
GENERAL,Comuna 05,63,2107,345,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,8
GENERAL,Comuna 05,63,2107,345,HACEMOS POR NUESTRO PAIS,POSITIVO,7
GENERAL,Comuna 05,63,2107,345,,EN BLANCO,1
GENERAL,Comuna 05,63,2107,345,,NULO,1
GENERAL,Comuna 05,63,2107,345,,IMPUGNADO,0
GENERAL,Comuna 05,63,2107,345,,RECURRIDO,0
GENERAL,Comuna 05,63,2107,345,,COMANDO,0
GENERAL,Comuna 05,63,2108,347,UNION POR LA PATRIA,POSITIVO,101
GENERAL,Comuna 05,63,2108,347,JUNTOS POR EL CAMBIO,POSITIVO,100
GENERAL,Comuna 05,63,2108,347,LA LIBERTAD AVANZA,POSITIVO,39
GENERAL,Comuna 05,63,2108,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,10
GENERAL,Comuna 05,63,2108,347,HACEMOS POR NUESTRO PAIS,POSITIVO,9
GENERAL,Comuna 05,63,2108,347,,EN BLANCO,6
GENERAL,Comuna 05,63,2108,347,,NULO,0
GENERAL,Comuna 05,63,2108,347,,IMPUGNADO,0
GENERAL,Comuna 05,63,2108,347,,RECURRIDO,0
GENERAL,Comuna 05,63,2108,347,,COMANDO,0
GENERAL,Comuna 05,63,2109,343,JUNTOS POR EL CAMBIO,POSITIVO,112
GENERAL,Comuna 05,63,2109,343,UNION POR LA PATRIA,POSITIVO,89
GENERAL,Comuna 05,63,2109,343,LA LIBERTAD AVANZA,POSITIVO,46
GENERAL,Comuna 05,63,2109,343,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,16
GENERAL,Comuna 05,63,2109,343,HACEMOS POR NUESTRO PAIS,POSITIVO,5
GENERAL,Comuna 05,63,2109,343,,EN BLANCO,0
GENERAL,Comuna 05,63,2109,343,,NULO,3
GENERAL,Comuna 05,63,2109,343,,IMPUGNADO,0
GENERAL,Comuna 05,63,2109,343,,RECURRIDO,0
GENERAL,Comuna 05,63,2109,343,,COMANDO,0
GENERAL,Comuna 05,63,2110,347,JUNTOS POR EL CAMBIO,POSITIVO,96
GENERAL,Comuna 05,63,2110,347,UNION POR LA PATRIA,POSITIVO,89
GENERAL,Comuna 05,63,2110,347,LA LIBERTAD AVANZA,POSITIVO,50
GENERAL,Comuna 05,63,2110,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,14
GENERAL,Comuna 05,63,2110,347,HACEMOS POR NUESTRO PAIS,POSITIVO,4
GENERAL,Comuna 05,63,2110,347,,EN BLANCO,8
GENERAL,Comuna 05,63,2110,347,,NULO,3
GENERAL,Comuna 05,63,2110,347,,IMPUGNADO,0
GENERAL,Comuna 05,63,2110,347,,RECURRIDO,0
GENERAL,Comuna 05,63,2110,347,,COMANDO,0
GENERAL,Comuna 05,63,2111,340,JUNTOS POR EL CAMBIO,POSITIVO,112
GENERAL,Comuna 05,63,2111,340,UNION POR LA PATRIA,POSITIVO,78
GENERAL,Comuna 05,63,2111,340,LA LIBERTAD AVANZA,POSITIVO,36
GENERAL,Comuna 05,63,2111,340,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,16
GENERAL,Comuna 05,63,2111,340,HACEMOS POR NUESTRO PAIS,POSITIVO,10
GENERAL,Comuna 05,63,2111,340,,EN BLANCO,5
GENERAL,Comuna 05,63,2111,340,,NULO,0
GENERAL,Comuna 05,63,2111,340,,IMPUGNADO,0
GENERAL,Comuna 05,63,2111,340,,RECURRIDO,0
GENERAL,Comuna 05,63,2111,340,,COMANDO,0
GENERAL,Comuna 05,63,2112,347,UNION POR LA PATRIA,POSITIVO,91
GENERAL,Comuna 05,63,2112,347,JUNTOS POR EL CAMBIO,POSITIVO,90
GENERAL,Comuna 05,63,2112,347,LA LIBERTAD AVANZA,POSITIVO,61
GENERAL,Comuna 05,63,2112,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,8
GENERAL,Comuna 05,63,2112,347,HACEMOS POR NUESTRO PAIS,POSITIVO,7
GENERAL,Comuna 05,63,2112,347,,EN BLANCO,4
GENERAL,Comuna 05,63,2112,347,,NULO,3
GENERAL,Comuna 05,63,2112,347,,IMPUGNADO,0
GENERAL,Comuna 05,63,2112,347,,RECURRIDO,0
GENERAL,Comuna 05,63,2112,347,,COMANDO,0
GENERAL,Comuna 05,63,2113,345,JUNTOS POR EL CAMBIO,POSITIVO,97
GENERAL,Comuna 05,63,2113,345,UNION POR LA PATRIA,POSITIVO,93
GENERAL,Comuna 05,63,2113,345,LA LIBERTAD AVANZA,POSITIVO,43
GENERAL,Comuna 05,63,2113,345,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,14
GENERAL,Comuna 05,63,2113,345,HACEMOS POR NUESTRO PAIS,POSITIVO,10
GENERAL,Comuna 05,63,2113,345,,EN BLANCO,5
GENERAL,Comuna 05,63,2113,345,,NULO,2
GENERAL,Comuna 05,63,2113,345,,IMPUGNADO,0
GENERAL,Comuna 05,63,2113,345,,RECURRIDO,1
GENERAL,Comuna 05,63,2113,345,,COMANDO,0
GENERAL,Comuna 05,63,2114,345,JUNTOS POR EL CAMBIO,POSITIVO,111
GENERAL,Comuna 05,63,2114,345,UNION POR LA PATRIA,POSITIVO,78
GENERAL,Comuna 05,63,2114,345,LA LIBERTAD AVANZA,POSITIVO,37
GENERAL,Comuna 05,63,2114,345,HACEMOS POR NUESTRO PAIS,POSITIVO,13
GENERAL,Comuna 05,63,2114,345,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,11
GENERAL,Comuna 05,63,2114,345,,EN BLANCO,4
GENERAL,Comuna 05,63,2114,345,,NULO,1
GENERAL,Comuna 05,63,2114,345,,IMPUGNADO,0
GENERAL,Comuna 05,63,2114,345,,RECURRIDO,0
GENERAL,Comuna 05,63,2114,345,,COMANDO,1
GENERAL,Comuna 05,63,2115,346,UNION POR LA PATRIA,POSITIVO,96
GENERAL,Comuna 05,63,2115,346,JUNTOS POR EL CAMBIO,POSITIVO,93
GENERAL,Comuna 05,63,2115,346,LA LIBERTAD AVANZA,POSITIVO,52
GENERAL,Comuna 05,63,2115,346,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,13
GENERAL,Comuna 05,63,2115,346,HACEMOS POR NUESTRO PAIS,POSITIVO,7
GENERAL,Comuna 05,63,2115,346,,EN BLANCO,4
GENERAL,Comuna 05,63,2115,346,,NULO,0
GENERAL,Comuna 05,63,2115,346,,IMPUGNADO,0
GENERAL,Comuna 05,63,2115,346,,RECURRIDO,0
GENERAL,Comuna 05,63,2115,346,,COMANDO,0
GENERAL,Comuna 05,63,2116,345,JUNTOS POR EL CAMBIO,POSITIVO,97
GENERAL,Comuna 05,63,2116,345,UNION POR LA PATRIA,POSITIVO,93
GENERAL,Comuna 05,63,2116,345,LA LIBERTAD AVANZA,POSITIVO,52
GENERAL,Comuna 05,63,2116,345,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,13
GENERAL,Comuna 05,63,2116,345,HACEMOS POR NUESTRO PAIS,POSITIVO,9
GENERAL,Comuna 05,63,2116,345,,EN BLANCO,3
GENERAL,Comuna 05,63,2116,345,,NULO,0
GENERAL,Comuna 05,63,2116,345,,IMPUGNADO,0
GENERAL,Comuna 05,63,2116,345,,RECURRIDO,0
GENERAL,Comuna 05,63,2116,345,,COMANDO,0
GENERAL,Comuna 05,63,2117,346,JUNTOS POR EL CAMBIO,POSITIVO,106
GENERAL,Comuna 05,63,2117,346,UNION POR LA PATRIA,POSITIVO,87
GENERAL,Comuna 05,63,2117,346,LA LIBERTAD AVANZA,POSITIVO,42
GENERAL,Comuna 05,63,2117,346,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,8
GENERAL,Comuna 05,63,2117,346,HACEMOS POR NUESTRO PAIS,POSITIVO,5
GENERAL,Comuna 05,63,2117,346,,EN BLANCO,4
GENERAL,Comuna 05,63,2117,346,,NULO,4
GENERAL,Comuna 05,63,2117,346,,IMPUGNADO,0
GENERAL,Comuna 05,63,2117,346,,RECURRIDO,0
GENERAL,Comuna 05,63,2117,346,,COMANDO,0
GENERAL,Comuna 05,63,2118,345,JUNTOS POR EL CAMBIO,POSITIVO,97
GENERAL,Comuna 05,63,2118,345,UNION POR LA PATRIA,POSITIVO,91
GENERAL,Comuna 05,63,2118,345,LA LIBERTAD AVANZA,POSITIVO,56
GENERAL,Comuna 05,63,2118,345,HACEMOS POR NUESTRO PAIS,POSITIVO,18
GENERAL,Comuna 05,63,2118,345,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,10
GENERAL,Comuna 05,63,2118,345,,EN BLANCO,2
GENERAL,Comuna 05,63,2118,345,,NULO,2
GENERAL,Comuna 05,63,2118,345,,IMPUGNADO,0
GENERAL,Comuna 05,63,2118,345,,RECURRIDO,0
GENERAL,Comuna 05,63,2118,345,,COMANDO,0
GENERAL,Comuna 05,63,2119,347,UNION POR LA PATRIA,POSITIVO,105
GENERAL,Comuna 05,63,2119,347,JUNTOS POR EL CAMBIO,POSITIVO,102
GENERAL,Comuna 05,63,2119,347,LA LIBERTAD AVANZA,POSITIVO,50
GENERAL,Comuna 05,63,2119,347,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,8
GENERAL,Comuna 05,63,2119,347,HACEMOS POR NUESTRO PAIS,POSITIVO,7
GENERAL,Comuna 05,63,2119,347,,EN BLANCO,4
GENERAL,Comuna 05,63,2119,347,,NULO,2
GENERAL,Comuna 05,63,2119,347,,IMPUGNADO,0
GENERAL,Comuna 05,63,2119,347,,RECURRIDO,0
GENERAL,Comuna 05,63,2119,347,,COMANDO,0
GENERAL,Comuna 05,63,2120,345,JUNTOS POR EL CAMBIO,POSITIVO,111
GENERAL,Comuna 05,63,2120,345,UNION POR LA PATRIA,POSITIVO,91
GENERAL,Comuna 05,63,2120,345,LA LIBERTAD AVANZA,POSITIVO,40
GENERAL,Comuna 05,63,2120,345,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,11
GENERAL,Comuna 05,63,2120,345,HACEMOS POR NUESTRO PAIS,POSITIVO,11
GENERAL,Comuna 05,63,2120,345,,EN BLANCO,7
GENERAL,Comuna 05,63,2120,345,,NULO,1
GENERAL,Comuna 05,63,2120,345,,IMPUGNADO,0
GENERAL,Comuna 05,63,2120,345,,RECURRIDO,0
GENERAL,Comuna 05,63,2120,345,,COMANDO,0
GENERAL,Comuna 05,63,2121,340,UNION POR LA PATRIA,POSITIVO,118
GENERAL,Comuna 05,63,2121,340,JUNTOS POR EL CAMBIO,POSITIVO,85
GENERAL,Comuna 05,63,2121,340,LA LIBERTAD AVANZA,POSITIVO,39
GENERAL,Comuna 05,63,2121,340,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,POSITIVO,10
GENERAL,Comuna 05,63,2121,340,HACEMOS POR NUESTRO PAIS,POSITIVO,6
GENERAL,Comuna 05,63,2121,340,,EN BLANCO,6
GENERAL,Comuna 05,63,2121,340,,NULO,0
GENERAL,Comuna 05,63,2121,340,,IMPUGNADO,0
GENERAL,Comuna 05,63,2121,340,,RECURRIDO,0
GENERAL,Comuna 05,63,2121,340,,COMANDO,0
GENERAL,Comuna 05,63,2122,347,UNION POR LA PATRIA,POSITIVO,108
